label,title,content
6,Lincoln Building (Union Square West Manhattan), Lincoln Building located at 1 Union Square West in Manhattan New York City is a Romanesque building that was built in 1887. It was listed on the National Register of Historic Places in 1983. It is also a New York City Landmark.
2,Whitton (singer-songwriter), Jaime Whitton is an independent American singer-songwriter who performs under her mononym Whitton. She started her career in 2009 releasing a self-titled EP in 2010 and in 2011 debut album Rare Bird which was mixed by producer-engineer Michael James and nominated for Best Pop Album by the Independent Music Awards.
12,Fritz the Cat (film), Fritz the Cat is a 1972 American animated comedy film written and directed by Ralph Bakshi as his feature film debut.Based on the comic strip of the same name by Robert Crumb the film was the first animated feature film to receive an X rating in the United States. It focuses on Fritz (voiced by Skip Hinnant) an anthropomorphic feline in mid-1960s New York City who explores the ideals of hedonism and sociopolitical consciousness.
9,Brazilian Teal, The Brazilian Teal or Brazilian Duck (Amazonetta brasiliensis) is the only duck in the genus Amazonetta. It was formerly considered a perching duck but more recent analyses indicate that it belongs to a clade of South American dabbling ducks which also includes the Crested Duck the Bronze-winged Duck and possibly the steamer ducks.The ducks are light brown in colour.
1,George Bush High School, George Bush High School is a fully accredited public high school located in unincorporated Fort Bend County Texas serving students in grades 9-12. The school is a part of the Fort Bend Independent School District and serves several areas of unincorporated Fort Bend County including Mission Bend. The high school is named after the forty-first president of the United States George Herbert Walker Bush who attended the school's inauguration. The school colors are orange white and navy blue.
8,Czekaj Podkarpackie Voivodeship, Czekaj [ˈt͡ʂɛkai̯] is a village in the administrative district of Gmina Osiek Jasielski within Jasło County Subcarpathian Voivodeship in south-eastern Poland. It lies approximately 2 kilometres (1 mi) south of Osiek Jasielski 15 km (9 mi) south of Jasło and 60 km (37 mi) south-west of the regional capital Rzeszów.
3,Adamar Francisco Caravetti, Adamar Francisco Caravetti (born 4 February 1945) is a Brazilian former footballer who competed in the 1964 Summer Olympics.
1,University of Gadarif, The University of Gadarif (also called Gedaref Gedarif or El Gadarif) is a public university in the town of Al Qadarif capital of the state of Al Qadarif in Sudan.The university was founded in 1990.Faculties include Medicine and Health Sciences Computer Science and Information Technology Economics and Administrative Sciences Agricultural and Environmental Education and Sharia and Islamic Studies.The university is a member of the Federation of the Universities of the Islamic World.
6,Figo House, Figo House is a Queen Anne style house near Portland State University in Portland Oregon. The house was purchased by Portland attorney Randal Acker in 2005 as office space for his small legal practice. Acker named the house after his dog Figo who was named for Portuguese soccer star Luis Figo.In 2006 TriMet Portland's mass transit authority attempted to acquire the house through condemnation and then sell the property to the university for use as high-rise student housing.
5,USS Sand Lance (SSN-660), USS Sand Lance (SSN-660) a Sturgeon-class attack submarine was the second ship and the second submarine of the United States Navy to be named for the sand lance a member of the ammodytidae family.
7,Mount Hongū, Mount Hongū (本宮山 Hongū-san) is a mountain located on the border of three cities in Aichi Prefecture Toyokawa Okazaki and Shinshiro.
13,Seitsemän Veljestä, Seven Brothers (Finnish: Seitsemän veljestä) is the first and only novel by Aleksis Kivi the national author of Finland and it is widely regarded as the first significant novel written in Finnish and by a Finnish-speaking author. Indeed many regard it still today as the greatest Finnish novel ever written.
6,Château de Montfort, The Château de Montfort is a castle in the French commune of Vitrac in the Dordogne département part of the region of Aquitaine.The castle clings to a promontory overlooking the Cingle de Montfort (Montfort Meander) on the Dordogne River. Its grandiose setting aroused the envy of those who wished to rule Périgordso that its history is a long series of battles and sieges. It was taken and razed to the ground by Simon de Montfort in 1214.
1,St. Stephen's Elementary School, St. Stephen's Elementary is a public Canadian elementary school located in North End Halifax Nova Scotia. St. Stephen's School opened in 1948 as a Roman Catholic school but since has become a public school in the Halifax Regional School Board. The original section of St. Stephen's opened in 1948 and the addition opened two years later in 1950. The current principal is Tyler Rutledge. The current vice-principal is Tracy Foster.
4,Nathan Dahm, Nathan Dahm is an American politician from the U.S. state of Oklahoma. He took office in 2012 and will term-limited in 2024.
4,Samuel Finley, The Rev. Samuel Finley (July 2 1715 – July 17 1766) was an evangelical (Presbyterian New Light) preacher and academic he founded the West Nottingham Academy and was the fifth president and an original trustee of the College of New Jersey (later known as Princeton University) from 1761 until 1766.
10,Grevillea centristigma, Grevillea centristigma is a shrub which is endemic to the south west region of Western Australia. It grows to between 0.15 and 0.5 metres in height and produces yellow or orange flowers between April and November (mid autumn to late spring) in its native range.The species was originally described as a subspecies of Grevillea drummondii by botanist Donald McGillivray his description published in New Names in Grevillea (Proteaceae) in 1986. In 1992 G.J. Keighery elevated it to species status.
0,Mondago, Mondago Ltd founded in 2001 as Tiger Software Ltd offers various Computer Telephony (CTI) software products for distribution. Their products are generally rebranded by their OEM customers and serve small medium and national multi-location companies across various industries.Mondago is divided into three divisions according to the function of the business:
0,Imaginatik, Imaginatik plc is a full service innovation company providing Consulting and a software as a service (SaaS) platform for managing large-scale innovations at enterprise organisations. It is headquartered in Boston Massachusetts with offices in the US and London and has more than 35 Global 1000 clients.
7,Sacramento River, The Sacramento River is the principal river of Northern and Central California in the United States. Rising in the Klamath Mountains the river flows south for 445 miles (716 km) before reaching the Sacramento–San Joaquin River Delta and San Francisco Bay.
8,Zangeneh-ye Sofla, Zangeneh-ye Sofla (Persian: زنگنه سفلي‎ also Romanized as Zangeneh-ye Soflá; also known as Zangeneh and Zangeneh-ye Pā’īn) is a village in Kamazan-e Olya Rural District Zand District Malayer County Hamadan Province Iran. At the 2006 census its population was 366 in 102 families.
11,Il n'y a plus rien, Il n'y a plus rien (English: There Is Nothing Anymore) is an album by Léo Ferré released in 1973 by Barclay Records.
12,A Gem of a Jam, A Gem of a Jam is the 76th short subject starring American slapstick comedy team the Three Stooges. The trio made a total of 190 shorts for Columbia Pictures between 1934 and 1959.
3,Daniele Greco (footballer), Daniele Greco (born 27 April 1988) is an Italian footballer who plays for Pro Patria.
13,Towers of Darkover, Towers of Darkover is an anthology of fantasy and science fiction short stories edited by Marion Zimmer Bradley. The stories are set in Bradley's world of Darkover. The book was first published by DAW Books (No. 919) in July 1993.
5,USS Lamar (PCE-899), USS Lamar (PCE-899)/USCGC Lamar (WTR-899) was a PCE-842-class patrol craft acquired by the U.S. Navy during World War II for the task of patrolling assigned ocean areas or protecting larger ships in convoy.PCR-899 was laid down as PC-899 on 11 January 1943 by Willamette Iron & Steel Corporation in Portland Oregon. She was reclassified PCE-899 on 28 March 1943. She was launched on 11 August 1943 and was sponsored by Mrs. Opha McClimans.
11,Live in Concert (The Jesus and Mary Chain album), Live in Concert is a live album by the noise pop band The Jesus and Mary Chain released in 2003. It contains recordings from two concerts from 1992 and 1995.
2,Steven Keillor, Steven James Keillor (born April 25 1948) is a Minnesota historian and author. He received his B.A. M.A. and Ph.D in American History from the University of Minnesota; currently he is an adjunct professor at Bethel University. He lives in Askov Minnesota and is the brother of Garrison Keillor .
0,MHP Communications, MHP Communications is a public relations and public affairs firm formed in 2010 from the merger of Mandate Communications Hogarth PR and Penrose. It is owned by the Engine Group.On launch the firm was one of the ten largest PR firms in the UK. MHP is a member of the Association of Professional Political Consultants.
11,Bridge over Troubled Water (Paul Desmond album), Bridge Over Troubled Water is a 1970 studio album by Paul Desmond. It consists of songs recorded by Simon & Garfunkel and arranged by Don Sebesky.
4,Michael Yaki, Michael Yaki (born 1961) is a San Francisco attorney/consultant/political analyst running his own consulting firm and currently serving as a Commissioner on the United States Commission on Civil Rights succeeding Christopher Edley Jr. in February 2005. Yaki graduated from UC Berkeley and then from Yale Law School. He clerked for Judge Harry Low the first Chinese-American appointed to the California Court of Appeal.
12,The Deserter (1912 film), The Deserter is a 1912 silent black-and-white two-reel Western film written and directed by Thomas H. Ince. It was released March 15 1912 and starred Francis Ford and Ethel Grandin. The film was screened in December 2006 at the Museum of Modern Art in New York as part of a retrospective on Thomas H. Ince. The film is available at the Library of Congress.
2,Shahrdad Rohani, Shahrdad Rohani(Persian: شهرداد روحانی) is an Iranian composer violinist/pianist and conductor.
0,BusyInternet, BusyInternet is a Ghanaian Internet Service Provider (ISP) providing a number of services including ADSL broadband data hosting and Internet café in Ghana.
13,New York Quarterly, The New York Quarterly (NYQ) is a popular contemporary American poetry magazine. Established by William M. Packard (1933-2002) in 1969 Rolling Stone Magazine has called the NYQ the most important poetry magazine in America.
1,Palm Bay High School, Palm Bay Senior High School is a public high school located in Melbourne Florida 2000 feet (610 m)[citation needed] north of the boundary of Palm Bay Florida. It is part of the Brevard County School District.
11,Mixtape Messiah 7, Mixtape Messiah 7 is a mixtape by southern rapper Chamillionaire. It is also the final mixtape in the Mixtape Messiah series. Disc 1 was mixed by Michael 5000 Watts and disc 2 was mixed by Rapic Ric. Chamillionaire later released a chopped and screwed version of various tracks from the album (disc 3) and also a regular speed version of the chopped and screwed CD (disc 4).
13,The Knife That Killed Me, The Knife That Killed Me is a young adult novel by Anthony McGowan published in 2008. It has been shortlisted for the Booktrust Teenage Prize longlisted for the Guardian Award and longlisted for the Manchester Book Award.
2,Patricia MacLachlan, Patricia MacLachlan (born March 3 1938) is an American children's writer. She is best known for the 1986 Newbery Medal-winning novel Sarah Plain and Tall which was later adapted as a TV movie starring Glenn Close and Christopher Walken.She is a board member of the National Children's Book and Literacy Alliance a national not-for-profit that actively advocates for literacy literature and libraries.
2,Josephine Kermode (Cushag), Josephine Kermode (1852-1937) was a Manx poet and playwright better known by the pen name Cushag.
3,Sergio Kerusch, Sergio Kerusch (born January 6 1989) is an American professional basketball player who also holds a German passport due to his German father. He is a 6 ft 5 in (1.96 m) tall shooting guard-small forward.
12,Spirit of the Marathon II, Spirit of the Marathon II is a 2013 documentary film directed by Jon Dunham and the sequel to the 2008 film Spirit of the Marathon. The film chronicles the journey seven marathon runners experience leading up to competing in the 2012 Rome Marathon. It received a one-night limited release on over 600 screens in the United States on June 12 2013.
6,Château de Calamane, The Château de Calamane is a castle in the commune of Calamane in the Lot département of France.The castle was built at the end of the 15th century and was sold as a national property in 1796. It is formed of a quadrangular corps de logis flanked on the north side by two large cylindrical towers; the tops were removed during the French Revolution. The south side is flanked by a polygonal tower with a spiral staircase.
11,Emotions (Brenda Lee album), Emotions is the fourth studio album by American pop and country artist Brenda Lee. The album was released April 3 1961 on Decca Records and was produced by Owen Bradley. It was one of two studio albums released by Lee in 1961 and its title track spawned from the album became a Top 10 hit on the Billboard Hot 100 the same year.
6,St. Alphonsus Ligouri's Church (New York City), The Church of St. Alphonsus Liguori is a closed Roman Catholic parish church under the authority of the Roman Catholic Archdiocese of New York located at 308 W. Broadway in Manhattan New York City. It was established as a mission of Most Holy Redeemer in 1847 and elevated to parish status in 1866 staffed by the Redemptorist Fathers. In 1892 the address listed was 230 South Fifth Avenue.The parish was closed in 1980 with the parish records transferred and now housed at St.
3,Matthew Jacobs (rugby union), Matthew Jacobs (born 23 February 1985) is an English born rugby union footballer currently playing at Wing for Llandovery RFC and The Legion.He has previously played for Llanelli RFC and the Scarlets.He made his debut for the Scarlets in 2009 against Barbarian F.C. which he scored a try to win 40-24.Jacobs is also a personal trainer.
8,Kalgeh Borun, Kalgeh Borun (Persian: كلگه برون‎ also Romanized as Kalgeh Borūn) is a village in Dehdasht-e Gharbi Rural District in the Central District of Kohgiluyeh County Kohgiluyeh and Boyer-Ahmad Province Iran. At the 2006 census its population was 173 in 35 families.
8,Al-Amqiyah Tahta, Al-Amqiyah al-Tahta (Arabic: العمقية تحتا‎) is a village in northern Syria administratively part of the Hama Governorate located northwest of Hama. It is situated in the Ghab plain Nearby localities include al-Huwash to the south Nabl al-Khatib to the southwest Farikah to the west al-Ziyarah to the northwest and al-Ankawi to the north. According to the Syria Central Bureau of Statistics al-Amqiyah al-Tahta had a population of 3300 in the 2004 census.
7,Venčac, Venčac (Serbian Cyrillic: Венчац) is a mountain in central Serbia near the town of Aranđelovac. Its highest peak has an elevation of 659 meters above sea level. It is well known by its mine of white marble. Some parts of White House Washington D.C. are built from this quality material from Venčac.
0,KCC Corporation, KCC Corporation (renamed from Kumkang Korea Chemicals Co. Ltd. on February 25 2005) is a Korean chemical and auto parts manufacturer headquartered in Seoul South Korea.
11,Rejuvenation (The Meters album), Rejuvenation is the fifth album by the funk group The Meters released in 1974. In 2003 the album was ranked number 138 on Rolling Stone magazine's list of the 500 greatest albums of all time.The front cover displays a couple of records amongst them the Allen Toussaint's 1972 album Life Love and Faith.
9,Letter-winged Kite, The Letter-winged Kite (Elanus scriptus) is a small rare and irruptive Australian raptor with a core range in central Australia. The adult is a small and graceful predominantly pale grey and white raptor with black shoulders and red eyes. It is similar in appearance to the Black-shouldered Kite except for a very distinctive black underwing pattern of a shallow ‘M’ shape seen when in flight.
5,Volvo B59, The Volvo B59 was a rear-engined bus chassis produced by Volvo in Sweden from 1970 until 1980 with a 10-litre straight-6 diesel engine.The first Volvo B59 was delivered to the Københavns Sporveje (The City Transport Authority in Copenhagen Denmark) in 1970 and was fitted with a bodywork built by Aabenraa Karrosserifabrik based in Aabenraa. Originally ran as a prototype it came later in ordinary service as KS #531.
4,Simón Moret Gallart, Simón Moret Gallart (1853 - 1923) was Mayor of Ponce Puerto Rico from 1907 to 1914.
12,Tarzan of the Apes (1918 film), Tarzan of the Apes is a 1918 American action/adventure silent film directed by Scott Sidney starring Elmo Lincoln Enid Markey George B. French and Gordon Griffith. The movie was the first Tarzan movie ever made and is based on Edgar Rice Burroughs' original novel Tarzan of the Apes. The movie adapts only the first part of the novel the remainder becoming the basis for the sequel The Romance of Tarzan. The film is considered the most faithful to the novel of all the film adaptations.
10,Copernicia macroglossa, Copernicia macroglossa is a palm which is endemic to western and central Cuba.
11,Vrelina, Vrelina (Serbian Cyrillic: Врелина; trans. Heat) is the third studio album from former Yugoslav and Serbian hard rock/heavy metal band Osvajači. It is the only album recorded with vocalist Nenad Jovanović.Ballad Tragovi is a cover of Rainbow song Rainbow Eyes from their 1977 album Long Live Rock 'n' Roll.
13,The Bastard Prince, The Bastard Prince is a fantasy novel by American-born author Katherine Kurtz. It was first published by Del Rey Books in 1994. It was the twelfth of Kurtz' Deryni novels to be published and the third book in her fourth Deryni trilogy The Heirs of Saint Camber. Although the Heirs trilogy was the fourth Deryni series to be published it is a direct sequel to the second trilogy The Legends of Camber of Culdi.
10,Sabal mauritiiformis, Sabal mauritiiformis is a species of palm which is ranges from Mexico (Oaxaca Chiapas Campeche Quintana Roo Tabasco Veracruz) Central America Colombia Venezuela and Trinidad.
3,Lukáš Krajíček, Lukáš Krajíček (Czech pronunciation: [ˈlukaːʃ ˈkrajiːtʃɛk] born March 11 1983) is a Czech professional ice hockey defenceman who plays for HC Dinamo Minsk of the KHL. He previously played in the National Hockey League (NHL) for the Florida Panthers Vancouver Canucks Tampa Bay Lightning and Philadelphia Flyers and in the Czech Extraliga for the HC Oceláři Třinec.
8,Dłoń Greater Poland Voivodeship, Dłoń [dwɔɲ] is a village in the administrative district of Gmina Miejska Górka within Rawicz County Greater Poland Voivodeship in west-central Poland. It lies approximately 8 kilometres (5 mi) north-east of Miejska Górka 17 km (11 mi) north-east of Rawicz and 81 km (50 mi) south of the regional capital Poznań.
8,Golubovac (Paraćin), Golubovac is a village in the municipality of Paraćin Serbia. According to the 2002 census the village has a population of 267 people.
8,Dam Ab Lordegan, Dam Ab (Persian: دم اب‎ also Romanized as Dam Āb) is a village in Poshtkuh Rural District Falard District Lordegan County Chaharmahal and Bakhtiari Province Iran. At the 2006 census its population was 805 in 171 families.
6,Hodges House (Carrollton Illinois), The Hodges House in the Greene County Illinois city of Carrollton is one of four sites in and around that city to be listed on the National Register of Historic Places. The Hodges House also known as the Lee House or the Hodges Office Building and located in the city of Carrollton on North Main Street has been listed on the Historic Register since November 1980. The other three listed sites are the Carrollton Courthouse Square Historic District the Greene County Almshouse and the Henry T.
1,Challenger Institute of Technology, Challenger Institute of Technology is a Technical and Further Education (TAFE) institution based in Fremantle Western Australia. Over 140 careers are offered through a wide range of courses catering to different industry training areas.
0,Sears Israel, Sears Israel (formally S.H.C. Israel previously named Delver) is Sears Holdings Corporation's Israeli branch owning the site ShopYourWay.The company is located in Herzeliya Israel.
10,Acrotriche, Acrotriche is a genus of flowering plants in the family Ericaceae. Species occur in all states of Australia. They include:Acrotriche affinis DC. - Ridged Ground-berryAcrotriche aggregata R.Br. - Red Cluster Heath Tall Groundberry or Tall AcrotricheAcrotriche baileyana (Domin) J.M.Powell Acrotriche cordata (Labill.) R.Br. - Coast Ground-berryAcrotriche depressa R.Br. - Wiry Ground-berryAcrotriche divaricata R.Br. Acrotriche dura (Benth.) QuinnAcrotriche fasciculiflora (Regel) Benth.
2,William Johnson (artist), </font>William Henry Johnson (March 18 1901–1970) was an African-American painter born in Florence South Carolina. He became a student at the National Academy of Design in New York. His style evolved from realism to expressionism to a powerful folk style (for which he is best known).
6,Chieftains Museum (Major Ridge Home), Chieftains Museum also known as the Major Ridge Home is a two-story house built in 1792 in Cherokee country (present-day Rome Georgia). It was the home of the Cherokee leader Major Ridge— notable for his role in negotiating and signing the Treaty of New Echota of 1835 which ceded the remainder of Cherokee lands in the Southeast to the United States. The chiefs had agreed they could not go to war against the United States on the removal issue but many wanted to resist for a longer period.
13,TV Century 21, TV Century 21 later renamed TV21 (from issue 155) TV21 and Tornado (from issue 192) TV21 and Joe 90 (from issue 243) TV21 (from issue 278) and TV21 and Valiant (from issue 347) was a weekly British children's comic published by City Magazines during the latter half of the 1960s. It promoted the many science-fiction television series created by the Century 21 Productions company of Gerry and Sylvia Anderson.
8,Wysokie Laski, Wysokie Laski [vɨˈsɔkʲɛ ˈlaski] is a village in the administrative district of Gmina Sokółka within Sokółka County Podlaskie Voivodeship in north-eastern Poland close to the border with Belarus. It lies approximately 4 kilometres (2 mi) south of Sokółka and 35 km (22 mi) north-east of the regional capital Białystok.
13,The Russian Concubine, The Russian Concubine is a 2007 novel by Kate Furnivall. Ths book is loosely based on the story of Furnivall's mother Lily who was a Russian refugee. Set in Russia and China it is a love story between Lydia Ivanova and Chang An Lo and is followed by a sequel The Concubine's Secret and a prequel The Jewel of St Petersburg which is about Lydia's parents Valentina and Jens.
8,Heraq, Heraq (Persian: هرق‎) is a village in Sarajuy-ye Shomali Rural District in the Central District of Maragheh County East Azerbaijan Province Iran. At the 2006 census its population was 356 in 102 families.
4,Mahamane Ousmane, Mahamane Ousmane (born January 20 1950) is a Nigerien politician. He was the first democratically elected and fourth President of Niger serving from 16 April 1993 until his ouster in a military coup d'état on 27 January 1996. He has continued to run for President in each election since his ouster and he was President of the National Assembly from December 1999 to May 2009.
5,LTV A-7 Corsair II, The Ling-Temco-Vought A-7 Corsair II is a carrier-capable subsonic light attack aircraft introduced to replace the Douglas A-4 Skyhawk. The A-7 airframe design was based on the successful supersonic Vought F-8 Crusader. It was one of the first combat aircraft to feature a head-up display (HUD) an inertial navigation system (INS) and a turbofan engine.The Corsair II initially entered service with the United States Navy during the Vietnam War.
6,Valentine Weaver House, Valentine Weaver House also known as Weaver House is a historic home located at Macungie Lehigh County Pennsylvania. It was built in 1876 and is a three-story brick dwelling in the form of a Gothic Cottage. It has a central projecting pavilion on the front facade a patterned slate roof and a full-width front porch. Also on the property are a brick octagonal outhouse brick smokehouse spring house and ice house.It was added to the National Register of Historic Places in 1984.
2,Mogubai Kurdikar, Mogubai Kurdikar (Devanagari:मोगुबाई कुर्डीकर) (July 15 1904 – February 10 2001) was a renowned Hindustani classical music vocalist of the Jaipur-Atrauli gharana.
2,Karl Philipp Moritz, Karl Philipp Moritz (Hamelin September 15 1756 – Berlin June 26 1793) was a German author editor and essayist of the Sturm und Drang late enlightenment and classicist periods influencing early German Romanticism as well. He led a life as a hatter's apprentice teacher journalist literary critic professor of art and linguistics and member of both of Berlin's academies.
7,Cordillera de Oncol, The Cordillera de Oncol (sometimes called Valdivian Coast Range) is a mountain range located along the Pacific coast in southern Chile. It is part of the Chilean Coast Range System (Cordillera de la Costa).Named for the city of Valdivia. The highest point of the range is Cerro Oncol with 715 m.
0,Woollen Molzan and Partners, Woollen Molzan and Partners (WMP) is a US-based second-generation architecture interior design and planning firm. The company was founded in 1955 by Evans Woollen. Published in numerous books periodicals and online resources WMP's long history has resulted in a diverse portfolio of experience in libraries worship facilities museums performing arts centers housing and correctional facilities.
12,Hate 2 O, Hate 2 O (H2Odio in Italy) is a 2006 film written directed and produced by Alex Infascelli. It is the followup to his 2004 film The Vanity Serum considered by many to be his breakout film. It was released in Italy on May 5 2006.
2,Dorothy Cannell, Dorothy Cannell is an English-American mystery writer.
5,Chrysler E-Class, This article is about the rebadged version of the Dodge 600. For the Mercedes-Benz model see Mercedes-Benz E-Class.The Chrysler E-Class was a mid-size car produced by the Chrysler Corporation. Introduced in 1983 on a stretched version of the Chrysler K platform the E-Class was a less expensive less equipped version of the identical 1983 New Yorker. It was targeted at those who wanted Chrysler luxury but could not afford the opulence nor hefty price tag of the flagship New Yorker.
6,Foster County Courthouse, The Foster County Courthouse in Carrington North Dakota was built in 1909. It was designed by architects Buechner & Orth in Beaux Arts style. It was listed on the National Register of Historic Places in 1980. The listing includes two contributing buildings.The listing includes the courthouse and also a sheriff's residence/jail building to its north which is a two-story brick building.
13,Deccan Chronicle, Deccan Chronicle is an Indian English-language daily newspaper. It is published in Hyderabad India by Deccan Chronicle Holdings Limited. The newspaper's name derives from the originating place the Deccan regions of India. Deccan Chronicle is also published from Tamil Nadu Karnataka and Kerala. Supplements are TV Guide Sunday Chronicle Hyderabad Chronicle Chennai Chronicle Bengaluru Chronicle and Kerala Chronicle.
13,Haunted in the New World, Haunted in the New World is a book published in 2005 by Donald Weber. The book's subtitle Jewish American Culture from Cahan to The Goldbergs reflects the broad scope of the work as an overview of 20th century Jewish American literature and popular culture. Abraham Cahan was one of the most recognizable Jewish-American writers in both Yiddish and English.
6,Retreat (Port Tobacco Maryland), Retreat is a historic home located at Port Tobacco Charles County Maryland United States. It is a one story clapboard-sheathed frame house with a double chimney. The principal part of the house was built about 1770. Also located on the property is a frame pyramid-roofed meathouse dating from the early 19th century and moved here from another historic property in the county known as Brentland in 1953.
4,N. Peethambara Kurup, N. Peethambara Kurup is the MP of Kollam Parliament constituency. He was born in Navaikulam in Thiruvananthapuram district and has completed his B.A. and B.L. from Law Academy Trivandrum. He was the Vice President of Kerala Pradesh Congress Committee. He was elected to the Lok Sabha for the first time in the 2009 elections defeating P. Rajendran of CPI(M) by a margin of 17531 votes.
12,Mother Carey's Chickens (film), Mother Carey's Chickens is a 1938 drama film starring Anne Shirley and Ruby Keeler. The film was directed by Rowland V. Lee and based upon a 1917 play by Kate Douglas Wiggin and Rachel Crothers which in turn was adapted from Wiggins' novel of the same title.Originally Katharine Hepburn was assigned to the lead role.
10,Parryella, Parryella is a genus of flowering plants in the legume family Fabaceae. It belongs to the subfamily Faboideae.
13,Bis (magazine), Bis is a magazine directed at teenaged schoolgirls published in Japan by Kobunsha. JJ Bis had changed its title to Bis effective from the January 2006 issue. JJ Bis former title of Bis has been established in 2001 as an extra issue of monthly JJ and JJ Bis is currently supported among Japanese high-teen girls. The ages of the readers of Bis are between 15 to 19 included senior high-school students.Bis proposes its readers dress conservatively as does JJ.
10,Aquilegia chrysantha, Aquilegia chrysantha (Golden Columbine) is a perennial herbaceous plant native to the southwestern United States from extreme southern Utah to Texas and northwestern Mexico.Leaves have three leaflets with three lobes and grow from the base and off the flowering stems.Flowers grow on a long stem above the leaves and have five pointed yellow sepals and five yellow petals with long spurs projecting backwards between the sepals. At the center of the flower are many yellow stamens.
12,Monkey Trouble, Monkey Trouble is a 1994 comedy film directed by Franco Amurri and starring Thora Birch.
5,Lioré et Olivier LeO 7, The Lioré et Olivier LéO 7 was a French bomber escort biplane designed and built by Lioré et Olivier for the French Air Force.
8,Maneswara, Maneswara is a village in Sindhupalchok District in the Bagmati Zone of central Nepal. At the time of the 1991 Nepal census it had a population of 3065 and had 642 houses in the village.
10,Erodiophyllum, Erodiophyllum is a genus of flowering plants in the daisy family.
10,Legousia, Legousia (Venus' looking glass) is a genus of flowering plants in the Campanulaceae (bellflower) family.
0,Aurora Publishing, Aurora Publishing Inc. is the American subsidiary of Japanese publisher Ohzora Publishing the leading josei manga publisher in Japan. Headquartered in Torrance California it licensed and published Japanese manga for the North American market. Aurora Publishing's first release was Walkin' Butterfly under the shōjo imprint Aurora which features manga targeting female readers in their teens and younger.
0,Celco, Celco is a CRT film recorder manufacturing company. The company has developed xCRT advanced imaging technology that every Celco's recorders are using.Two brands of Celco's film recorder Fury and Firestorm 2X are only two film recorders that supported to record 70 mm IMAX film format.
2,Brad Ferguson, Brad Ferguson (born 1953) is an American science fiction writer. He worked as a writer editor and producer for CBS Radio News in New York. He is married to scientist Kathi Ferguson with whom he collaborated on one novel.Ferguson is the author of a number of Star Trek tie-in novels several short stories and the post-holocaust novel The World Next Door.He served a three-year term as eastern regional director of the Science Fiction and Fantasy Writers of America (SFWA) starting in 1999.
11,Bird Songs: The Final Recordings, Bird Songs: The Final Recordings is a live album trumpeter Dizzy Gillespie with an array of guest stars recorded at the Blue Note in 1992 and released on the Telarc label. The album along with To Bird with Love and To Diz with Love represent the last recordings made by the legendary trumpeter before his death in 1993.
5,USS Valeda (SP-592), USS Valeda (SP-592) was a United States Navy patrol vessel in commission from 1917 to 1919.Valeda was built as a wooden-hulled private cabin motor launch of the same name by the Stamford Motor Company at Stamford Connecticut in 1908. On 9 July 1917 the U.S. Navy acquired her from her owner F.B. Richards of Cleveland Ohio for use as a section patrol boat during World War I. She was commissioned as USS Valeda (SP-592) on 12 July 1917 at Rockland Maine with Chief Quartermaster Cecil C.
9,Klapperichimorda, Klapperichimorda is a genus of beetles in the family Mordellidae containing the following species: Klapperichimorda kodadai Horák 1996 Klapperichimorda lutevittata Fan & Yang 1995 Klapperichimorda quadrimaculata Ermisch 1968↑
6,St John the Baptist Frenchay, St John the Baptist is a church in the Frenchay area of Bristol England.It was built in 1834 by Henry Rumley. Work on the vestry in 1887 was by the local architect William Larkins Bernard.It has been designated by English Heritage as a grade II listed building.The large church has a low battlemented tower with a slender spire which overlooks the common.The churchyard contains the war graves of six service personnel of World War I and three of World War II.
8,Durak Rahman, Durak Rahman (Persian: دورك رحمان‎ also Romanized as Dūrak Raḩmān) is a village in Shalil Rural District Miankuh District Ardal County Chaharmahal and Bakhtiari Province Iran. At the 2006 census its population was 112 in 17 families.
11,Among Majestic Ruin, Among Majestic Ruin is the debut studio album by the American death/doom band Morgion. It was released on January 28 1997 through Relapse Records.
2,Gunplay (rapper), Richard Morales Jr. (born July 18 1979) better known by his stage name Gunplay is an American hip hop recording artist from Carol City Florida. He is currently signed to Def Jam and Maybach Music Group. He is a member of Southern hip hop group Triple C's who released their debut album titled Custom Cars & Cycles in 2009. After breaking out as a solo artist he released several mixtapes such as the acclaimed 601 & Snort.
9,Pyramidobela ochrolepra, Pyramidobela ochrolepra is a moth in the Oecophoridae family. It is found in Mexico.The length of the forewings is about 7.2 mm. The ground color of the forewings is brownish white. The costal and dorsal areas are faintly suffused with darker brown leaving an ill-defined whitish clouding longitudinally through the middle of the wing. The ground color of the hindwings is pale gray.
7,Lake Narach, Lake Narach (Belarusian: Нарач pronounced [ˈnaratʂ]; Russian: На́рочь; Polish: Narocz; Lithuanian: Narutis) is a lake in north-western Belarus (Myadzyel Raion Minsk Region) located in the basin of the Viliya river. It is the largest lake in Belarus (in 1921–39 it was the largest lake of Poland).Narach is a part of the Narach lake group (the others being Miastra (Belarusian: Мястра) Batoryn (Belarusian: Баторын) Blednaje (Belarusian: Бледнае)).
0,RAD Game Tools, RAD Game Tools is a privately held company owned by Jeff Roberts and Mitch Soule based in Kirkland Washington that develops video and computer game software technologies which are licensed primarily by video game companies. RAD Game Tools is somewhat unusual among middleware companies as they generally hire one specific person to write document and support each single product. RAD has not patented any of their technologies.VOGL is the result of a cooperation between RAD Game Tools and Valve.
